code	notes	emoji	description	ASCII	tagged_desc	url
2602	unqualified         # ☂ E0.7 umbrella	☂	umbrella	<e2><98><82>	jaugur_umbrella 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/umbrella_2602-fe0f.png
2614	fully-qualified     # ☔ E0.6 umbrella with rain drops	☔	umbrella with rain drops	<e2><98><94>	jaugur_umbrella_with_rain_drops 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/umbrella-with-rain-drops_2614.png
26F1 FE0F	fully-qualified     # ⛱️ E0.7 umbrella on ground	⛱️	umbrella on ground	<e2><9b><b1><ef><b8><8f>	jaugur_umbrella_on_ground 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/umbrella-on-ground_26f1-fe0f.png
26F1	unqualified         # ⛱ E0.7 umbrella on ground	⛱	umbrella on ground	<e2><9b><b1>	jaugur_umbrella_on_ground 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/umbrella-on-ground_26f1-fe0f.png
26A1	fully-qualified     # ⚡ E0.6 high voltage	⚡	high voltage	<e2><9a><a1>	jaugur_high_voltage 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/high-voltage_26a1.png
2744 FE0F	fully-qualified     # ❄️ E0.6 snowflake	❄️	snowflake	<e2><9d><84><ef><b8><8f>	jaugur_snowflake 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/snowflake_2744-fe0f.png
2744	unqualified         # ❄ E0.6 snowflake	❄	snowflake	<e2><9d><84>	jaugur_snowflake 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/snowflake_2744-fe0f.png
2603 FE0F	fully-qualified     # ☃️ E0.7 snowman	☃️	snowman	<e2><98><83><ef><b8><8f>	jaugur_snowman 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/snowman_2603-fe0f.png
2603	unqualified         # ☃ E0.7 snowman	☃	snowman	<e2><98><83>	jaugur_snowman 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/snowman_2603-fe0f.png
26C4	fully-qualified     # ⛄ E0.6 snowman without snow	⛄	snowman without snow	<e2><9b><84>	jaugur_snowman_without_snow 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/snowman-without-snow_26c4.png
2604 FE0F	fully-qualified     # ☄️ E1.0 comet	☄️	comet	<e2><98><84><ef><b8><8f>	jaugur_comet 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/comet_2604-fe0f.png
2604	unqualified         # ☄ E1.0 comet	☄	comet	<e2><98><84>	jaugur_comet 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/comet_2604-fe0f.png
1F525	fully-qualified     # 🔥 E0.6 fire	🔥	fire	<f0><9f><94><a5>	jaugur_fire 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/fire_1f525.png
1F4A7	fully-qualified     # 💧 E0.6 droplet	💧	droplet	<f0><9f><92><a7>	jaugur_droplet 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/droplet_1f4a7.png
1F30A	fully-qualified     # 🌊 E0.6 water wave	🌊	water wave	<f0><9f><8c><8a>	jaugur_water_wave 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/water-wave_1f30a.png
1F383	fully-qualified     # 🎃 E0.6 jack-o-lantern	🎃	jack-o-lantern	<f0><9f><8e><83>	jaugur_jack-o-lantern 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/jack-o-lantern_1f383.png
1F384	fully-qualified     # 🎄 E0.6 Christmas tree	🎄	Christmas tree	<f0><9f><8e><84>	jaugur_Christmas_tree 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/christmas-tree_1f384.png
1F386	fully-qualified     # 🎆 E0.6 fireworks	🎆	fireworks	<f0><9f><8e><86>	jaugur_fireworks 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/fireworks_1f386.png
1F387	fully-qualified     # 🎇 E0.6 sparkler	🎇	sparkler	<f0><9f><8e><87>	jaugur_sparkler 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sparkler_1f387.png
1F9E8	fully-qualified     # 🧨 E11.0 firecracker	🧨	firecracker	<f0><9f><a7><a8>	jaugur_firecracker 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/firecracker_1f9e8.png
2728	fully-qualified     # ✨ E0.6 sparkles	✨	sparkles	<e2><9c><a8>	jaugur_sparkles 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sparkles_2728.png
1F388	fully-qualified     # 🎈 E0.6 balloon	🎈	balloon	<f0><9f><8e><88>	jaugur_balloon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/balloon_1f388.png
1F389	fully-qualified     # 🎉 E0.6 party popper	🎉	party popper	<f0><9f><8e><89>	jaugur_party_popper 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/party-popper_1f389.png
1F38A	fully-qualified     # 🎊 E0.6 confetti ball	🎊	confetti ball	<f0><9f><8e><8a>	jaugur_confetti_ball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/confetti-ball_1f38a.png
1F38B	fully-qualified     # 🎋 E0.6 tanabata tree	🎋	tanabata tree	<f0><9f><8e><8b>	jaugur_tanabata_tree 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/tanabata-tree_1f38b.png
1F38D	fully-qualified     # 🎍 E0.6 pine decoration	🎍	pine decoration	<f0><9f><8e><8d>	jaugur_pine_decoration 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pine-decoration_1f38d.png
1F38E	fully-qualified     # 🎎 E0.6 Japanese dolls	🎎	Japanese dolls	<f0><9f><8e><8e>	jaugur_Japanese_dolls 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-dolls_1f38e.png
1F38F	fully-qualified     # 🎏 E0.6 carp streamer	🎏	carp streamer	<f0><9f><8e><8f>	jaugur_carp_streamer 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/carp-streamer_1f38f.png
1F390	fully-qualified     # 🎐 E0.6 wind chime	🎐	wind chime	<f0><9f><8e><90>	jaugur_wind_chime 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/wind-chime_1f390.png
1F391	fully-qualified     # 🎑 E0.6 moon viewing ceremony	🎑	moon viewing ceremony	<f0><9f><8e><91>	jaugur_moon_viewing_ceremony 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/moon-viewing-ceremony_1f391.png
1F9E7	fully-qualified     # 🧧 E11.0 red envelope	🧧	red envelope	<f0><9f><a7><a7>	jaugur_red_envelope 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-envelope_1f9e7.png
1F380	fully-qualified     # 🎀 E0.6 ribbon	🎀	ribbon	<f0><9f><8e><80>	jaugur_ribbon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ribbon_1f380.png
1F381	fully-qualified     # 🎁 E0.6 wrapped gift	🎁	wrapped gift	<f0><9f><8e><81>	jaugur_wrapped_gift 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/wrapped-gift_1f381.png
1F397 FE0F	fully-qualified     # 🎗️ E0.7 reminder ribbon	🎗️	reminder ribbon	<f0><9f><8e><97><ef><b8><8f>	jaugur_reminder_ribbon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/reminder-ribbon_1f397-fe0f.png
1F397	unqualified         # 🎗 E0.7 reminder ribbon	🎗	reminder ribbon	<f0><9f><8e><97>	jaugur_reminder_ribbon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/reminder-ribbon_1f397-fe0f.png
1F39F FE0F	fully-qualified     # 🎟️ E0.7 admission tickets	🎟️	admission tickets	<f0><9f><8e><9f><ef><b8><8f>	jaugur_admission_tickets 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/admission-tickets_1f39f-fe0f.png
1F39F	unqualified         # 🎟 E0.7 admission tickets	🎟	admission tickets	<f0><9f><8e><9f>	jaugur_admission_tickets 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/admission-tickets_1f39f-fe0f.png
1F3AB	fully-qualified     # 🎫 E0.6 ticket	🎫	ticket	<f0><9f><8e><ab>	jaugur_ticket 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ticket_1f3ab.png
1F396 FE0F	fully-qualified     # 🎖️ E0.7 military medal	🎖️	military medal	<f0><9f><8e><96><ef><b8><8f>	jaugur_military_medal 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/military-medal_1f396-fe0f.png
1F396	unqualified         # 🎖 E0.7 military medal	🎖	military medal	<f0><9f><8e><96>	jaugur_military_medal 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/military-medal_1f396-fe0f.png
1F3C6	fully-qualified     # 🏆 E0.6 trophy	🏆	trophy	<f0><9f><8f><86>	jaugur_trophy 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/trophy_1f3c6.png
1F3C5	fully-qualified     # 🏅 E1.0 sports medal	🏅	sports medal	<f0><9f><8f><85>	jaugur_sports_medal 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sports-medal_1f3c5.png
1F947	fully-qualified     # 🥇 E3.0 1st place medal	🥇	1st place medal	<f0><9f><a5><87>	jaugur_1st_place_medal 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/1st-place-medal_1f947.png
1F948	fully-qualified     # 🥈 E3.0 2nd place medal	🥈	2nd place medal	<f0><9f><a5><88>	jaugur_2nd_place_medal 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/2nd-place-medal_1f948.png
1F949	fully-qualified     # 🥉 E3.0 3rd place medal	🥉	3rd place medal	<f0><9f><a5><89>	jaugur_3rd_place_medal 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/3rd-place-medal_1f949.png
26BD	fully-qualified     # ⚽ E0.6 soccer ball	⚽	soccer ball	<e2><9a><bd>	jaugur_soccer_ball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/soccer-ball_26bd.png
26BE	fully-qualified     # ⚾ E0.6 baseball	⚾	baseball	<e2><9a><be>	jaugur_baseball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/baseball_26be.png
1F94E	fully-qualified     # 🥎 E11.0 softball	🥎	softball	<f0><9f><a5><8e>	jaugur_softball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/softball_1f94e.png
1F3C0	fully-qualified     # 🏀 E0.6 basketball	🏀	basketball	<f0><9f><8f><80>	jaugur_basketball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/basketball_1f3c0.png
1F3D0	fully-qualified     # 🏐 E1.0 volleyball	🏐	volleyball	<f0><9f><8f><90>	jaugur_volleyball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/volleyball_1f3d0.png
1F3C8	fully-qualified     # 🏈 E0.6 american football	🏈	american football	<f0><9f><8f><88>	jaugur_american_football 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/american-football_1f3c8.png
1F3C9	fully-qualified     # 🏉 E1.0 rugby football	🏉	rugby football	<f0><9f><8f><89>	jaugur_rugby_football 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rugby-football_1f3c9.png
1F3BE	fully-qualified     # 🎾 E0.6 tennis	🎾	tennis	<f0><9f><8e><be>	jaugur_tennis 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/tennis_1f3be.png
1F94F	fully-qualified     # 🥏 E11.0 flying disc	🥏	flying disc	<f0><9f><a5><8f>	jaugur_flying_disc 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flying-disc_1f94f.png
1F3B3	fully-qualified     # 🎳 E0.6 bowling	🎳	bowling	<f0><9f><8e><b3>	jaugur_bowling 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/bowling_1f3b3.png
1F3CF	fully-qualified     # 🏏 E1.0 cricket game	🏏	cricket game	<f0><9f><8f><8f>	jaugur_cricket_game 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cricket-game_1f3cf.png
1F3D1	fully-qualified     # 🏑 E1.0 field hockey	🏑	field hockey	<f0><9f><8f><91>	jaugur_field_hockey 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/field-hockey_1f3d1.png
1F3D2	fully-qualified     # 🏒 E1.0 ice hockey	🏒	ice hockey	<f0><9f><8f><92>	jaugur_ice_hockey 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ice-hockey_1f3d2.png
1F94D	fully-qualified     # 🥍 E11.0 lacrosse	🥍	lacrosse	<f0><9f><a5><8d>	jaugur_lacrosse 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/lacrosse_1f94d.png
1F3D3	fully-qualified     # 🏓 E1.0 ping pong	🏓	ping pong	<f0><9f><8f><93>	jaugur_ping_pong 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ping-pong_1f3d3.png
1F3F8	fully-qualified     # 🏸 E1.0 badminton	🏸	badminton	<f0><9f><8f><b8>	jaugur_badminton 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/badminton_1f3f8.png
1F94A	fully-qualified     # 🥊 E3.0 boxing glove	🥊	boxing glove	<f0><9f><a5><8a>	jaugur_boxing_glove 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/boxing-glove_1f94a.png
1F94B	fully-qualified     # 🥋 E3.0 martial arts uniform	🥋	martial arts uniform	<f0><9f><a5><8b>	jaugur_martial_arts_uniform 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/martial-arts-uniform_1f94b.png
1F945	fully-qualified     # 🥅 E3.0 goal net	🥅	goal net	<f0><9f><a5><85>	jaugur_goal_net 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/goal-net_1f945.png
26F3	fully-qualified     # ⛳ E0.6 flag in hole	⛳	flag in hole	<e2><9b><b3>	jaugur_flag_in_hole 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-in-hole_26f3.png
26F8 FE0F	fully-qualified     # ⛸️ E0.7 ice skate	⛸️	ice skate	<e2><9b><b8><ef><b8><8f>	jaugur_ice_skate 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ice-skate_26f8-fe0f.png
26F8	unqualified         # ⛸ E0.7 ice skate	⛸	ice skate	<e2><9b><b8>	jaugur_ice_skate 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ice-skate_26f8-fe0f.png
1F3A3	fully-qualified     # 🎣 E0.6 fishing pole	🎣	fishing pole	<f0><9f><8e><a3>	jaugur_fishing_pole 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/fishing-pole_1f3a3.png
1F93F	fully-qualified     # 🤿 E12.0 diving mask	🤿	diving mask	<f0><9f><a4><bf>	jaugur_diving_mask 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/diving-mask_1f93f.png
1F3BD	fully-qualified     # 🎽 E0.6 running shirt	🎽	running shirt	<f0><9f><8e><bd>	jaugur_running_shirt 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/running-shirt_1f3bd.png
1F3BF	fully-qualified     # 🎿 E0.6 skis	🎿	skis	<f0><9f><8e><bf>	jaugur_skis 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/skis_1f3bf.png
1F6F7	fully-qualified     # 🛷 E5.0 sled	🛷	sled	<f0><9f><9b><b7>	jaugur_sled 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sled_1f6f7.png
1F94C	fully-qualified     # 🥌 E5.0 curling stone	🥌	curling stone	<f0><9f><a5><8c>	jaugur_curling_stone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/curling-stone_1f94c.png
1F3AF	fully-qualified     # 🎯 E0.6 bullseye	🎯	bullseye	<f0><9f><8e><af>	jaugur_bullseye 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/direct-hit_1f3af.png
1FA80	fully-qualified     # 🪀 E12.0 yo-yo	🪀	yo-yo	<f0><9f><aa><80>	jaugur_yo-yo 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/yo-yo_1fa80.png
1FA81	fully-qualified     # 🪁 E12.0 kite	🪁	kite	<f0><9f><aa><81>	jaugur_kite 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kite_1fa81.png
1F3B1	fully-qualified     # 🎱 E0.6 pool 8 ball	🎱	pool 8 ball	<f0><9f><8e><b1>	jaugur_pool_8_ball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pool-8-ball_1f3b1.png
1F52E	fully-qualified     # 🔮 E0.6 crystal ball	🔮	crystal ball	<f0><9f><94><ae>	jaugur_crystal_ball 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/crystal-ball_1f52e.png
1FA84	fully-qualified     # 🪄 E13.0 magic wand	🪄	magic wand	<f0><9f><aa><84>	jaugur_magic_wand 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/magic-wand_1fa84.png
1F9FF	fully-qualified     # 🧿 E11.0 nazar amulet	🧿	nazar amulet	<f0><9f><a7><bf>	jaugur_nazar_amulet 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nazar-amulet_1f9ff.png
1F3AE	fully-qualified     # 🎮 E0.6 video game	🎮	video game	<f0><9f><8e><ae>	jaugur_video_game 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/video-game_1f3ae.png
1F579 FE0F	fully-qualified     # 🕹️ E0.7 joystick	🕹️	joystick	<f0><9f><95><b9><ef><b8><8f>	jaugur_joystick 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/joystick_1f579-fe0f.png
1F579	unqualified         # 🕹 E0.7 joystick	🕹	joystick	<f0><9f><95><b9>	jaugur_joystick 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/joystick_1f579-fe0f.png
1F3B0	fully-qualified     # 🎰 E0.6 slot machine	🎰	slot machine	<f0><9f><8e><b0>	jaugur_slot_machine 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/slot-machine_1f3b0.png
1F3B2	fully-qualified     # 🎲 E0.6 game die	🎲	game die	<f0><9f><8e><b2>	jaugur_game_die 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/game-die_1f3b2.png
1F9E9	fully-qualified     # 🧩 E11.0 puzzle piece	🧩	puzzle piece	<f0><9f><a7><a9>	jaugur_puzzle_piece 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/puzzle-piece_1f9e9.png
1F9F8	fully-qualified     # 🧸 E11.0 teddy bear	🧸	teddy bear	<f0><9f><a7><b8>	jaugur_teddy_bear 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/teddy-bear_1f9f8.png
1FA85	fully-qualified     # 🪅 E13.0 piñata	🪅	piñata	<f0><9f><aa><85>	jaugur_piñata 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pinata_1fa85.png
1FA86	fully-qualified     # 🪆 E13.0 nesting dolls	🪆	nesting dolls	<f0><9f><aa><86>	jaugur_nesting_dolls 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/nesting-dolls_1fa86.png
2660 FE0F	fully-qualified     # ♠️ E0.6 spade suit	♠️	spade suit	<e2><99><a0><ef><b8><8f>	jaugur_spade_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/spade-suit_2660-fe0f.png
2660	unqualified         # ♠ E0.6 spade suit	♠	spade suit	<e2><99><a0>	jaugur_spade_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/spade-suit_2660-fe0f.png
2665 FE0F	fully-qualified     # ♥️ E0.6 heart suit	♥️	heart suit	<e2><99><a5><ef><b8><8f>	jaugur_heart_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-suit_2665-fe0f.png
2665	unqualified         # ♥ E0.6 heart suit	♥	heart suit	<e2><99><a5>	jaugur_heart_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-suit_2665-fe0f.png
2666 FE0F	fully-qualified     # ♦️ E0.6 diamond suit	♦️	diamond suit	<e2><99><a6><ef><b8><8f>	jaugur_diamond_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/diamond-suit_2666-fe0f.png
2666	unqualified         # ♦ E0.6 diamond suit	♦	diamond suit	<e2><99><a6>	jaugur_diamond_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/diamond-suit_2666-fe0f.png
2663 FE0F	fully-qualified     # ♣️ E0.6 club suit	♣️	club suit	<e2><99><a3><ef><b8><8f>	jaugur_club_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/club-suit_2663-fe0f.png
2663	unqualified         # ♣ E0.6 club suit	♣	club suit	<e2><99><a3>	jaugur_club_suit 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/club-suit_2663-fe0f.png
265F FE0F	fully-qualified     # ♟️ E11.0 chess pawn	♟️	chess pawn	<e2><99><9f><ef><b8><8f>	jaugur_chess_pawn 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/chess-pawn_265f-fe0f.png
265F	unqualified         # ♟ E11.0 chess pawn	♟	chess pawn	<e2><99><9f>	jaugur_chess_pawn 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/chess-pawn_265f-fe0f.png
1F0CF	fully-qualified     # 🃏 E0.6 joker	🃏	joker	<f0><9f><83><8f>	jaugur_joker 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/joker_1f0cf.png
1F004	fully-qualified     # 🀄 E0.6 mahjong red dragon	🀄	mahjong red dragon	<f0><9f><80><84>	jaugur_mahjong_red_dragon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/mahjong-red-dragon_1f004.png
